20.343.a  Manual  YES  SV TB                 1) IP must run Saola Generic attribute RAL sequence for Functional ...  FAIL    Required
21.341.a  Manual  YES  VISA                  VISA source clocks cannot be faster than the VISA common clock of t...  FAIL    MustHave
24.130.a  Manual  YES  Power                 UPF including sub blocks using load_upf                                 FAIL    MustHave
24.131.a  Auto    YES  Power                 Spyglass LP waiver files must exist                                     FAIL    MustHave
24.131.b  Auto    YES  Power                 Spyglass LP report files must exist                                     PASS    MustHave
24.131.c  Auto    YES  Power                 Spyglass LP waiver files must exist and are uniquified with [ip]_ p...  FAIL    MustHave
24.131.d  Auto    YES  Power                 Spyglass LP report files must exist and are clean                       PASS    MustHave
24.302.a  Manual  YES  Power                 Power Enable and acknoledgement port names defined                      FAIL    Required
24.306.a  Manual  YES  Power                 Early UPF requirements met: Power State Table, Power Domain, and St...  FAIL    Required
24.306.b  Manual  YES  Power                 UPF file(s) are appropriate for SoC                                     FAIL    Required
24.306.c  Auto    YES  Power                 inspectUPF run and is clean                                             FAIL    Required
24.306.d  Manual  YES  Power                 UPF requirements met                                                    FAIL    Required
24.312.a  Manual  YES  Power                 All Power intent Collateral Exists                                      FAIL    Required
24.330.a  Manual  YES  Power                 Power estimation generation must be done using PowerArtist for SIP ...  FAIL    Required
24.351.a  Auto    YES  Power                 [Power Rollup] IP data drop meets HAS power milestone target            FAIL    Required
24.352.a  Auto    YES  Power                 Deliver power template with per-rail state-based IP power numbers       FAIL    Required
3.327.a   Manual  YES  Collage               Define IP Clock Pins along with their properties in the IP build sc...  FAIL    Required
3.328.a   Manual  YES  Collage               Define Interface to clock association in the IP build script on IOS...  FAIL    Required
3.44.a    Manual  YES  Collage               coreKit must be checked against the RTLto match all pin names and d...  FAIL    MustHave
3.45.a    Auto    YES  Collage               IP coreKit must exist                                                   PASS    MustHave
3.48.a    Auto    YES  Collage               IPmust provide Collage Builder script                                   PASS    MustHave
3.49.a    Auto    YES  Collage               Must provide collage summary report                                     FAIL    Required
3.50.a    Auto    YES  Collage               Must provide collage warning report                                     FAIL    Required
3.51.e    Auto    YES  Collage               ISM interface pins must be mapped to Collage IOSF ISM standard inte...  FAIL    Required
3.51.h    Auto    YES  Collage               DFXSECUREPLUGIN interface pins must be mapped to Collage IOSF DFXSE...  FAIL    Required
4.167.a   Manual  YES  DFt                   [SCAN] All internally generated clocks must be pulled to the top le...  FAIL    MustHave
4.325.a   Auto    YES  DFt                   [Array] BIST_WRAPPER (CO-LOCATION_WRAPPER) must contain all require...  FAIL    Required
4.62.a    Manual  YES  DFt                   DFT BSDL files for boundary scan                                        FAIL    MustHave
4.63.a    Manual  YES  DFt                   Sample Trigger SEQUENCE(s)/TEST(s) delivered (for IPs connected to ...  FAIL    Required
4.66.a    Auto    YES  DFt                   [SECURITY] Secure plugin instantiated as part of the IP deliverable     FAIL    MustHave
4.90.a    Manual  YES  DFt                   Provide array details for IP                                            FAIL    MustHave
5.81.a    Auto    YES  Documentation         HAS delivered, follows template                                         FAIL    MustHave
5.83.a    Auto    YES  Documentation         Integration guide delivered, follows template                           FAIL    MustHave
5.86.a    Auto    YES  Documentation         Must use the required documentation process                             FAIL    Required
5.88.a    Auto    YES  Documentation         Product Brief delivered, and must follow template                       FAIL    Required
5.91.a    Manual  YES  Documentation         Release notes exist                                                     FAIL    MustHave
5.93.a    Manual  YES  Documentation         Top level port list complete                                            FAIL    Required
5.94.a    Auto    YES  Documentation         Verification References delivered, follows template                     FAIL    MustHave
5.94.b    Manual  YES  Documentation         Support for PSS features documented in test plan                        FAIL    MustHave
6.314.a   Auto    YES  Emulation/FPGA        RTL, UPF and related collaterals must pass FPGA checks                  PASS    MustHave
6.321.a   Auto    YES  Emulation/FPGA        RTL, UPF and related collaterals must pass Veloce Emulation Checks.     FAIL    MustHave
6.95.a    Auto    YES  Emulation/FPGA        RTL, UPF and related collaterals must pass Zebu Emulation Checks,       PASS    MustHave
6.97.a    Manual  YES  Emulation/FPGA        Ensure that Emulation-FPGA specific FW (applicable to IP with micro...  FAIL    MustHave
7.100.a   Auto    YES  FEV                   LEC scripts and constraints must exist                                  PASS    Required
7.100.b   Auto    YES  FEV                   FEV LEC log run results and do file consistent                          PASS    Required
7.101.a   Auto    YES  FEV                   Make sure set undriven to constant is not in the FEV do file.           PASS    Required
7.101.b   Auto    YES  FEV                   FEV LEC run not using set undriven to constant.                         FAIL    Required
7.102.a   Auto    YES  FEV                   A report on undriven pins/nets is provided                              FAIL    Required
7.274.a   Auto    YES  FEV                   Verify .do files do not have -define DC in read_library and read_de...  PASS    MustHave
7.274.b   Auto    YES  FEV                   Synth and Sythesis not defined for FEV                                  PASS    MustHave
7.308.a   Auto    YES  FEV                   FEV must be run with UPF                                                FAIL    Required
7.348.a   Manual  YES  FEV                   Golden side compilation should use –functiondefault Z during read d...  FAIL    Required
7.98.a    Auto    YES  FEV                   LEC reports must exist                                                  FAIL    MustHave
7.98.b    Auto    YES  FEV                   FEV lec.log file must exists                                            PASS    MustHave
7.99.a    Auto    YES  FEV                   LEC must be clean at the level of synthesis                             FAIL    Required
7.99.b    Auto    YES  FEV                   LEC must run at the level of synthesis                                  PASS    Required


 Override File Contents =
; Legacy file created by preZirconQA
acedir               cfg
aceudffiles          ^globalclk_hdl\.udf$ ^globalclk_local_ivars\.udf$ ^globalclk\.udf$
aceudfmodel          refclkdist
aceverdilogfile      globalclk.bman.globalclk.verdi.vericom_gclk_refclkdist_rtl_lib.log
acevcslogfile         globalclk.bman.globalclk.verdi.vericom_gclk_refclkdist_rtl_lib.log
acetoprtllib         gclk_refclkdist_rtl_lib
acertlexplibs        ^gclk_refclkdist_rtl_lib$
notusingsubip        1
subipexcfile        gclk_clkreqaggr_map
collagedir           target/collage/work/refclkdist
collagebldscrdir     tools/collage/build
collagebldscrfile    builder.refclkdist.tcl
collagesumrptfile    refclkdist.build.summary
collagewarnrptfile   refclkdist.build.warning
topcorekit           gclk_refclkdist.coreKit
rtltopfile           src/rtl/widgets/gclk_refclkdist.sv
lintrawaiverprefix   refclkdist
lintrawaiverfileprefix refclkdist
lintradir            tools/lintra/waivers/refclkdist
lintraxmlfile        target/lint/gclk_refclkdist/gclk_refclkdist_violations.xml
lintrarptfile        target/lint/gclk_refclkdist/gclk_refclkdist.log
leccmprptfile        target/globalclk/aceroot/results/DC/gclk_refclkdist/fev/LEC.cfm/reports/summary.1.txt
rtlrptdir            target/log
verdirptdir          target/log
iptoolfilepath       scripts/toolfile.dat
soctoolfilepath      /p/hdk/rtl/proj_data/shdk74/fe_data/dat_files/tfm_0p5_chassis.dat
subipexprs           ^gclk
emuldir              target/emu/refclkdist/emul
emullog              emul_build_soc_status.log
spyglasslpoutputdir target/globalclk/SG/sglp/refclkdist/gclk_refclkdist/consolidated_reports/gclk_refclkdist_power_verif_noninstr/
synreportsdir        target/globalclk/aceroot/results/DC/gclk_refclkdist/syn/reports
synreportfile        gclk_refclkdist.syn_final.design_qor
synscriptsdir        tools/syn/gclk_refclkdist/scripts
rtllistdir           target/globalclk/aceroot/results/DC/gclk_refclkdist/collateral/rtl
rdtsynsummaryfile    target/globalclk/aceroot/results/DC/gclk_refclkdist/syn/reports/gclk_refclkdist.syn_final.ipds.summary
syninputsdir         tools/syn/gclk_refclkdist/inputs
synscriptsexc        syn_setup additional_upf_setup
lecdir               target/globalclk/aceroot/results/DC/gclk_refclkdist/fev
lecundrptfile     target/globalclk/aceroot/results/DC/gclk_refclkdist/fev/reports/gclk_refclkdist.undriven.notmapped.golden.rpt


 Applicability File Contents =
Category              NA Rules
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Build & Run           1.339.a
CDC                   2.311.a
Collage               3.51.d, 3.51.j, 3.51.i, 3.51.c, 3.51.a, 3.51.f, 3.51.k, 3.51.l, 3.51.g, 3.335.a, 3.51.b
DFt                   4.69.a, 4.71.b, 4.68.f, 4.68.d, 4.68.c, 4.65.b, 4.64.b, 4.68.b, 4.60.b, 4.68.g, 4.68.h, 4.338.a, 4.72.a, 4.57.a, 4.58.a, 4.61.a, 4.315.a, 4.265.a, 4.65.a, 4.68.a, 4.337.a, 4.71.a, 4.67.a, 4.60.a, 4.59.a, 4.265.b, 4.56.a, 4.265.d, 4.265.c, 4.64.a, 4.323.a, 4.70.a, 4.326.a
Documentation         5.83.b, 5.304.a, 5.79.a
Phys Design Enabling  12.281.a, 12.55.b, 12.55.a
Power                 24.303.a
RDL                   11.112.a, 11.273.c, 11.263.a, 11.273.a, 11.262.a, 11.105.b, 11.107.a, 11.111.a, 11.271.a, 11.272.a, 11.107.b, 11.334.a, 11.105.a, 11.168.a, 11.322.a
Review                15.268.e, 15.268.j, 15.268.b, 15.162.a
Simulation            19.184.a, 19.179.b, 19.182.c, 19.184.b, 19.179.a
VISA                  21.244.a, 21.238.a, 21.251.a, 21.241.a, 21.237.a, 21.256.b, 21.234.a, 21.233.a, 21.247.a, 21.246.a, 21.258.a, 21.249.a, 21.243.a, 21.252.a, 21.250.a, 21.255.a, 21.240.a, 21.248.a, 21.239.a, 21.245.a, 21.336.a, 21.253.a, 21.243.b, 21.176.a, 21.242.a, 21.256.a, 21.235.b, 21.257.a, 21.235.a


